year,advertiser_id,advertiser_name
2003,289,Commercial Bank
2003,708,M&T Bank Corp
2003,1015,Sandy Spring Bancorp Inc
2003,138,Bank Independent
2003,379,Equitable Bank
2003,1030,Sky Bank
2003,1107,Town & Country Bank
2003,933,Provident Bank
2003,588,Hilltop Holdings Inc
2003,50,Adirondack Trust Co
2003,1204,Wesbanco Inc
2003,780,Midwest BankCentre
2003,1116,Truist Financial Corp
2003,1113,Tri-County Bank
2003,133,Banco Bilbao Vizcaya Argentaria SA
2003,1033,Solvay Bank
2003,1047,Southtrust Corp
2003,579,Heartland Bank
2003,145,Bank Of Marion
2003,228,Capital City Bank
2003,908,Peoples Bank & Trust Co
2003,1104,Tioga State Bank
2003,87,Ameriserv Financial Inc
2003,926,Popular Inc
2003,910,Peoples Community Bank
2003,146,Bank Of Montreal
2003,9,1st Source Bank
2003,448,First Midwest Bank
2003,195,CIT Group Inc
2003,8,1st Option
2003,500,GRANITE MORTGAGE INC
2003,963,Resource Bank
2003,945,RBC Financial Group
2003,1065,Sterling Bank
2003,43,ASSOCIATES HOUSING FINANCE
2003,105,Associates Home Equity Services
2003,206,COMMUNITY RESOURCE MORTGAGE INC
2003,941,Quad City Bank & Trust Co
2003,1167,Valley Bank
2003,428,First Bank & Trust
2003,728,MORTGAGE STORE
2003,1043,Southern Community Bank & Trust
2003,297,Community Savings Bank
2003,783,Monarch Bank
2003,649,Johnson Mortgage Co Llc
2003,150,Bank Of The James
2003,675,LOANSTREAM
2003,140,Bank OZK
2003,385,Exchange Bank
2003,757,Merchants & Planters Bank
2003,69,Amalgamated Bank
2003,656,Kentucky Bank
2003,1048,Southwest Bank
2003,1197,Washington Trust Bank
2003,416,Farmers Bank
2003,677,Lake Area Bank
2003,745,Mechanics Bank
2003,185,Brotherhood Bank & Trust
2003,626,Independent Bank
2003,124,BNP Paribas
2003,1144,Union State Bank
2003,1042,Southeastern Bank Financial Corp
2003,292,Community Bank & Trust
2003,828,New Windsor State Bank
2003,156,BankPlus
2003,60,Allegheny Valley Bancorp Inc
2003,142,Bank Of Botetourt
2003,690,Layton State Bank
2003,434,First Commonwealth Financial Corp
2003,492,Fulton Financial Corp
2003,263,Citizens & Northern Corp
2003,528,Great Western Bancorp Inc
2003,896,Palmetto Bank
2003,571,Harvard State Bank
2003,1210,Western State Bank
2003,1153,United Southern Bank
2003,363,Eagle Bank
2003,976,Rockland Trust Co
2003,779,Midwest Bank Na
2003,692,Lendmark Financial Services Llc
2003,769,Mid Penn Bancorp Inc
2003,387,F&M Bancorp
2003,466,First State Bank & Trust
2003,1209,Western Bank Corp Inc
2003,288,Commerce Bank
2003,1060,State Bank
2003,919,Pioneer Bank
2003,983,S&T Bancorp Inc
2003,248,Century Bank
2003,1046,Southside Bank
2003,14,ABC Bank
2003,152,Bank Orion
2003,135,BancorpSouth Inc
2003,935,Provident Savings Bank
2003,786,Monroe Bank & Trust
2003,237,Carrollton Bancorp
2003,603,Hometown Bank
2003,898,Park Bank
2003,678,Lake City Bank
2003,1145,United Bank & Trust
2003,606,Horizon Bank
2003,537,Guaranty Bank & Trust Co
2003,1040,South Shore Bank
2003,238,Carter County Bank
2003,531,Greenpoint Financial Corp
2003,1135,Ulster Savings Bank
2003,829,New York Community Bancorp Inc
2003,968,Ridgewood Savings Bank
2003,1199,Waukesha State Bank
2003,614,IAB Financial Bank
2003,646,Jefferson Bank
2003,763,Metairie Bank & Trust Co
2003,1058,Standard Bank & Trust Co
2003,1106,Torrington Savings Bank
2003,837,Northeast Bank
2003,641,Itasca Bank & Trust Co
2003,830,NewBridge Bancorp
2003,153,Bank of Glen Burnie
2003,932,Prosperity Bancshares Inc
2003,426,First American Bank Corp
2003,332,Delaware County Bank & Trust Cs
2003,265,Citizens Financial Group Inc
2003,1136,Umpqua Holdings Corp
2003,245,Central Pacific Bank
2003,192,CENTRAL PACIFIC CO
2003,515,German American Bancorp
2003,429,First Bank Of Highland Park
2003,746,Mechanics Savings Bank
2003,355,EAST/WEST MORTGAGE CO
2003,1016,Scb Bancorp Inc
2003,846,Norway Savings Bank
2003,1095,Terre Haute Savings Bank
2003,1007,Saco & Biddeford Savings Institution
2003,523,Gorham Savings Bank
2003,160,Bath Savings Institution
2003,91,Androscoggin Bank
2003,221,Cambridge Savings Bank
2003,1029,Skagit State Bank
2003,270,City Bank
2003,52,Advantage Bank
2003,1143,Union Savings Bank
2003,832,Newtown Savings Bank
2003,977,Rockville Bank
2003,408,Fairfield County Bank
2003,256,Chelsea Groton Bank
2003,1099,Thomaston Savings Bank
2003,136,Bangor Savings Bank
2003,1206,West Suburban Bank
2003,461,First Service Bank
2003,468,Firstbank Holding Co Of CO
2003,969,River City Bank
2003,1054,Spirit Bank
2003,226,Capital Bank
2003,488,Fremont Bank
2003,433,First Citizens Bancorp Inc
2003,1038,South Central Bank
2003,684,Lakeside Bancorp
2003,637,Intl Bank Of Commerce
2003,682,Lakeland Bancorp Inc
2003,960,Republic Bancorp Mtg Inc
2003,581,Heritage Community Bank
2003,186,Brunswick Bank & Trust
2003,859,Oak Bank
2003,737,Marine Bank
2003,1044,Southern Heritage Bank
2003,134,Banco Santander Central Hispano Sa
2003,1064,Sterling Bancorp
2003,930,Progressive Bank
2003,587,Hillcrest Bank
2003,67,Alpine Bank
2003,472,Florence Savings Bank
2003,1010,Salem Five Cents Savings Bank
2003,331,Dedham Institution For Savings
2003,961,Republic Bank & Trust Co
2003,171,Belmont Savings Bank
2003,872,OneUnited Bank
2003,842,Northwest Bank
2003,841,Northwest Bancshares Inc
2003,861,Ocean Bank
2003,489,Fremont General Corp
2003,490,Fremont Investment & Loan
2003,306,Cornerstone Bank NA
2003,513,Genesee Regional Bank
2003,1077,Synovus Financial Corp
2003,109,Atlantic Stewardship Bank
2003,835,North Shore Bank
2003,748,Melrose Cooperative Bank
2003,175,Beverly Cooperative Bank
2003,954,Reading Cooperative Bank
2003,470,Firstrust Bank
2003,459,First Republic Bank
2003,236,Carolina First Corp
2003,972,Riverside Bank
2003,1215,Wilson Bank & Trust
2003,915,Peoples United Financial Inc
2003,867,Omni Bank
2003,132,BancFirst Corp
2003,715,MERCANTILE BANK CORP
2003,68,Altoona First Savings Bank
2003,594,Home Savings & Loan Co
2003,562,Haddon Savings Bank
2003,268,Citizens Savings Bank
2003,1102,Timberland Bancorp Inc
2003,158,Banner Bank
2003,980,Roselle Savings Bank
2003,71,Ambler Savings Bank
2003,839,Northfield Savings Bank
2003,517,Glen Rock Savings Bank
2003,1024,Sharon Savings Bank
2003,1149,United Savings Bank
2003,639,Investors Savings Bank
2003,619,INVESTORS BANK CORP
2003,527,Great Southern Bancorp Inc
2003,526,Great Midwest Bank
2003,701,Lisle Savings Bank
2003,807,NVE Bancorp
2003,179,Bogota Savings Bank
2003,196,CITIZENS FIRST MORTGAGE
2003,180,Boiling Springs Savings Bank Inc
2003,460,First Savings Bank
2003,610,Huntingdon Valley Bank
2003,736,Manasquan Savings Bank
2003,734,Magyar Bancorp
2003,366,East West Bancorp
2003,347,Doral Bank
2003,602,Homestreet Inc
2003,241,Centennial Bank
2003,367,Eastern Bank
2003,542,Gulf Coast Bank & Trust Co
2003,266,Citizens First Bank
2003,1178,Village Bank
2003,790,Mountain West Bank
2003,161,Bay Bank
2003,77,American Enterprise Bank
2003,625,Illinois State Bank
2003,302,Conseco Finance Corp
2003,446,First Internet Bancorp
2003,733,Macatawa Bank Corp
2003,958,Reliance Bank
2003,959,Renasant Corp
2003,149,Bank Of Oak Ridge
2003,1124,Two River Community Bank
2003,632,Integrity Bank
2003,165,Beach Community Bank
2003,432,First Choice Bank
2003,373,Embassy Bank For The Lehigh Valley
2003,613,Hyde Park Savings Bank
2003,183,Bridgewater Savings Bank
2003,365,East Cambridge Savings Bank
2003,274,Clinton Savings Bank
2003,775,Middlesex Savings Bank
2003,705,Lowell Five Cent Savings Bank
2003,630,Institution For Savings
2003,952,Randolph Savings Bank
2003,1052,Spencer Savings Bank
2003,1041,South Shore Savings Bank
2003,917,Piedmont Federal Savings Bank
2003,591,Home Federal Bank
2003,1141,Union Federal Savings & Loan Assn
2003,612,Huntington Federal
2003,193,CHEVIOT SAVINGS BANK
2003,234,Capitol Federal Financial Inc
2003,540,Guardian Savings
2003,1195,Washington Federal Inc
2003,590,Home Bank
2003,696,Liberty Federal
2003,169,Bell Federal S&l Assn
2003,442,First Federal Savings & Loan
2003,767,Mid America Bancorp
2003,259,Chesapeake Bank Of MD
2003,651,Kearny Financial Corp
2003,1035,Somerset Savings Bank
2003,155,BankFinancial FSB
2003,283,Columbia Bank
2003,1097,Third Federal Bank
2003,1101,Tierone Bank
2003,167,Bedford Federal Savings Bank
2003,1147,United Fidelity Bank
2003,979,Rosedale Federal Savings & Loan Assn
2003,1216,Windsor Federal Savings
2003,252,Charleroi Federal Savings Bank
2003,833,North American Savings Bank
2003,629,Indymac Federal Bank
2003,418,Federal Savings Bank
2003,439,First Federal Bank
2003,973,Riverview Community Bank
2003,936,Prudential Financial Inc
2003,1098,Third Federal Savings & Loan
2003,978,Roma Bank
2003,573,Hatboro Federal Savings
2003,239,Carver Federal Savings Bank
2003,510,Geddes Federal Savings & Loan Assn
2003,680,Lake Shore Savings Inc
2003,353,E-Trade Financial Corp
2003,159,Barclays Plc
2003,372,El Dorado Savings Bank
2003,349,Downey S&L Assn
2003,281,Colonial Savings FA
2003,634,Interamerican Bank
2003,1119,Trustco Bancorp
2003,1031,Slovenian Savings & Loan
2003,1138,UniBank
2003,19,ACTION MORTGAGE
2003,1193,WSFS Financial Corp
2003,706,Luther Burbank Savings
2003,1150,United Services Automobile Assn
2003,1066,Sterling Bank & Trust Fsb
2003,345,Dollar Bank
2003,157,BankUnited Inc
2003,827,New South Federal Savings Bank
2003,793,Mutual Of Omaha Insurance Co
2003,928,Presidential Bank
2003,471,Flagstar Bancorp Inc
2003,711,MARKET STREET MORTGAGE CORP
2003,817,Netbank Inc
2003,503,GREATER ATLANTIC MORTGAGE CORP
2003,1140,Union Federal Bank
2003,538,Guaranty Federal Savings
2003,484,Franklin Savings Bank FSB
2003,953,Raymond James Financial Inc
2003,491,Frontier Bank
2003,521,Golden West Financial Corp
2003,1200,Webster Bank
2003,597,HomeTrust Banking Partnership
2003,346,Domestic Bank
2003,772,MidFirst Bank
2003,1062,State Farm Mutual Auto Ins Co
2003,1063,Staten Island Savngs Bank
2003,585,Hickory Point Bank & Trust
2003,22,AIG American Intl Group Inc
2003,65,Allstate Corp
2003,66,Ally Financial Inc
2003,139,Bank Mutual
2003,184,Brookline Bancorp Inc
2003,568,Harrington Bank
2003,989,SHELTER MORTGAGE CO
2003,940,PyraMax Bank
2003,247,Centris Federal Credit Union
2003,222,Campus Federal Credit Union
2003,76,American Eagle Federal Credit Union
2003,427,First Atlantic Federal Credit Union
2003,866,Omaha Federal Credit Union
2003,506,GTE Financial
2003,905,Pentagon Federal Credit Union
2003,645,Jax Federal Credit Union
2003,213,CREDIT UNION MORTGAGE
2003,120,BFG Federal Credit Union
2003,1164,Utah First Federal Credit Union
2003,296,Community Resource Federal Credit Union
2003,55,Affinity Federal Credit Union
2003,1059,Star USA Federal Credit Union
2003,970,River City Federal Credit Union
2003,825,New Mexico Educators Federal Credit Union
2003,834,North Jersey Federal Credit Union
2003,1037,South Carolina Federal Credit Union
2003,276,Coastline Federal Credit Union
2003,122,BMI Federal Credit Union
2003,689,Langley Federal Credit Union
2003,904,Pen Air Federal Credit Union
2003,1159,University Federal Credit Union
2003,778,Midwest America Federal Credit Union
2003,576,Hawaii State Federal Credit Union
2003,94,Arizona Federal Credit Union
2003,575,Hawaii Schools Federal Credit Union
2003,384,Evolve Federal Credit Union
2003,577,HawaiiUSA Federal Credit Union
2003,1076,Sunmark Federal Credit Union
2003,903,Pearl Harbor Federal Credit Union
2003,703,Logix Federal Credit Union
2003,559,HORIZONS FEDERAL CREDIT UNION
2003,261,Citadel Federal Credit Union
2003,1121,Tucson Federal Credit Union
2003,657,Kern Schools Federal Credit Union
2003,1039,South Jersey Federal Credit Union
2003,750,Member One Federal Credit Union
2003,660,Kinecta Federal Credit Union
2003,1211,Western Sun Federal Credit Union
2003,494,GCS Federal Credit Union
2003,1071,Summit Federal Credit Union
2003,653,Kellogg Community Federal Credit Union
2003,1152,United Southeast Federal Credit Union
2003,115,BEAVER VALLEY FEDERAL CREDIT UNION
2003,1006,Sac Federal Credit Union
2003,412,Family First Federal Credit Union
2003,516,Glass City Federal Credit Union
2003,814,Navy Federal Credit Union
2003,572,Harvesters Federal Credit Union
2003,90,Andrews Federal Credit Union
2003,858,ORNL Federal Credit Union
2003,58,Alaska USA Federal Credit Union
2003,1073,Sun East Federal Credit Union
2003,330,Dearborn Federal Credit Union
2003,870,One NV Credit Union
2003,758,Merck Sharp & Dohme Federal Credit Union
2003,815,Neches Federal Credit Union
2003,751,Members 1st Federal Credit Union
2003,44,Abilene Teachers Federal Credit Union
2003,1221,Y-12 Federal Credit Union
2003,906,People First Federal Credit Union
2003,285,Columbus Metro Federal Credit Union
2003,6,1st Advantage Federal Credit Union
2003,609,Hughes Federal Credit Union
2003,955,Redstone Federal Credit Union
2003,348,Dort Federal Credit Union
2003,189,CBC Federal Credit Union
2003,1117,Truliant Federal Credit Union
2003,1214,White Sands Federal Credit Union
2003,112,BANK @LANTEC FIN FED CREDIT UNION
2003,1087,Teachers Federal Credit Union
2003,511,Genco Federal Credit Union
2003,421,Finance Center Federal Credit Union
2003,341,Direct Federal Credit Union
2003,565,Hanscom Federal Credit Union
2003,665,L&N Federal Credit Union
2003,1223,Yolo Federal Credit Union
2003,974,Robins Federal Credit Union
2003,371,Eglin Federal Credit Union
2003,743,McCoy Federal Credit Union
2003,583,Heritage Trust Federal Credit Union
2003,984,SAFE Federal Credit Union
2003,741,Max Federal Credit Union
2003,1160,University Of HI Federal Credit Union
2003,1163,Utah Community Credit Union
2003,1125,Tyndall Federal Credit Union
2003,96,Arkansas Federal Credit Union
2003,1020,Security Service Federal Credit Union
2003,1025,Shreveport Federal Credit Union
2003,1014,Sandia Area Federal Credit Union
2003,414,Family Trust Federal Credit Union
2003,358,ENT Federal Credit Union
2003,163,Bay Federal Credit Union
2003,255,Chartway Federal Credit Union
2003,15,ABNB Federal Credit Union
2003,1166,VISTA FEDERAL CREDIT UNION
2003,1180,Virginia Beach Schools Federal Credit Union
2003,339,Diamond Valley Federal Credit Union
2003,782,Mission Federal Credit Union
2003,570,Hartford Federal Credit Union
2003,42,ASI Federal Credit Union
2003,918,Pinnacle Federal Credit Union
2003,771,Mid-Hudson Valley Federal Credit Union
2003,582,Heritage Federal Credit Union
2003,1186,WARRICK FEDERAL CREDIT UNION
2003,685,Lanco Federal Credit Union
2003,912,Peoples Federal Credit Union
2003,1207,West VA Federal Credit Union
2003,947,RIA Federal Credit Union
2003,1131,USAlliance Federal Credit Union
2003,1069,Suffolk Federal Credit Union
2003,275,Coastal Federal Credit Union
2003,770,Mid-Atlantic Federal Credit Union
2003,323,Cross Valley Federal Credit Union
2003,1090,Teg Federal Credit Union
2003,1133,UT Federal Credit Union
2003,73,AmeriChoice Federal Credit Union
2003,483,Franklin Mint Federal Credit Union
2003,1220,Xceed Financial Federal Credit Union
2003,114,BEACH MUNICIPAL FED CREDIT UNION
2003,647,Johns Hopkins Federal Credit Union
2003,212,CPM Federal Credit Union
2003,498,GPO Federal Credit Union
2003,773,MidFlorida Credit Union
2003,766,Michigan State University Federal Credit Union
2003,340,Digital Federal Credit Union
2003,848,Notre Dame Federal Credit Union
2003,479,Founders Federal Credit Union
2003,1161,University Of KY Federal Credit Union
2003,1092,Telcoe Federal Credit Union
2003,1034,Somerset Federal Credit Union
2003,836,NorthCountry Federal Credit Union
2003,1217,Wings Financial Credit Union
2003,589,Hiway Federal Credit Union
2003,1011,San Antonio Federal Credit Union
2003,335,Denver Community Credit Union
2003,59,Allegacy Federal Credit Union
2003,1103,Tinker Federal Credit Union
2003,1201,Webster First Federal Credit Union
2003,533,Greylock Federal Credit Union
2003,361,ESL Federal Credit Union
2003,1096,Texar Federal Credit Union
2003,441,First Federal Credit Union
2003,753,Members Credit Union
2003,1196,Washington State Employees Credit Union
2003,496,GECU Of El Paso
2003,1081,TCU Teachers Credit Union
2003,317,Credit Union Of America
2003,74,America First Credit Union
2003,543,Gulf Winds Federal Credit Union
2003,1003,SUNSHINE STATE CREDIT UNION
2003,92,Anoka Hennepin Credit Union
2003,792,Municipal Credit Union
2003,254,Charlotte Metro Credit Union
2003,525,Great Lakes Credit Union
2003,1061,State Employees Credit Union
2003,844,Northwest Community Credit Union
2003,615,IH MS Valley Credit Union
2003,1203,Weokie Credit Union Foundation
2003,1056,St Louis Community Credit Union
2003,423,Financial Center Credit Union
2003,103,Associated Credit Union
2003,298,Community Trust Credit Union
2003,1123,Tulsa Teachers Credit Union
2003,1122,Tulsa Federal Employees Credit Union
2003,899,Patelco Credit Union
2003,413,Family Security Credit Union
2003,104,Associated Credit Union Of TX
2003,291,Commonwealth Credit Union
2003,937,Public Service Credit Union
2003,98,Arrowhead Credit Union
2003,411,Family Credit Union
2003,220,California Credit Union
2003,956,Redwood Credit Union
2003,824,New Horizons Credit Union
2003,1019,Scott Credit Union
2003,1132,USE CREDIT UNION
2003,230,Capital Credit Union
2003,1165,VALLEY CREDIT UNION
2003,304,Consumers Professional Credit Union
2003,754,Members First Credit Union
2003,250,Chaco Credit Union Inc
2003,1013,San Diego Metropolitan Credit Union
2003,1012,San Diego County Credit Union
2003,1022,Seven Seventeen Credit Union
2003,326,DEERE HARVESTER CREDIT UNION
2003,438,First FL Credit Union
2003,650,Kalsee Credit Union
2003,325,Cyprus Credit Union
2003,352,Dupage Credit Union
2003,852,Numark Credit Union
2003,475,Florida Telco Credit Union
2003,519,Golden 1 Credit Union
2003,654,Kemba Credit Union Inc
2003,320,Credit Union One
2003,749,Melrose Credit Union
2003,681,Lake Trust Credit Union
2003,499,GRAND RAPIDS FEDERAL EMP CRDT UN
2003,971,River Valley Credit Union
2003,1088,Team One Credit Union
2003,303,Consumers Credit Union
2003,862,Oklahoma Central Credit Union
2003,522,Goldenwest Credit Union
2003,789,Mountain America Credit Union
2003,469,Firstmark Credit Union
2003,679,Lake MI Credit Union
2003,182,Boulder Valley Credit Union
2003,177,Boeing Employees Credit Union
2003,688,Landmark Credit Union
2003,948,RIVERSIDE COUNTY CREDIT UNION
2003,759,Meridian Credit Union Ltd
2003,54,Affinity Credit Union
2003,1093,Telhio Credit Union Inc
2003,191,CENTRAL CREDIT UNION
2003,93,Arizona Central Credit Union
2003,424,Financial Plus Credit Union
2003,279,Collins Credit Union
2003,1070,Summit Credit Union
2003,702,Listerhill Credit Union
2003,1158,University Credit Union
2003,988,SELCO MORTGAGE CO LLC
2003,1154,Unitus Community Credit Union
2003,294,Community Credit Union
2003,1091,Telco Community Credit Union
2003,700,Linn Area Credit Union
2003,574,Hawaii Central Credit Union
2003,62,Alliance Credit Union
2003,996,STATE CENTER CREDIT UNION
2003,1057,St Marys Bank
2003,362,EXCELSIOR CREDIT UNION
2003,351,Dupaco Community Credit Union
2003,742,Mazuma Credit Union
2003,892,PSECU PA State Employee Credit Union
2003,319,Credit Union Of Denver
2003,350,DuTrac Community Credit Union
2003,1137,Uncle Credit Union
2003,318,Credit Union Of CO
2003,293,Community Choice Credit Union
2003,1156,Universal 1 Credit Union Inc
2003,1074,SunWest Educational Credit Union
2003,992,SOUTH DIV CREDIT UNION
2003,338,Dexter Credit Union
2003,873,Oregon Community Credit Union
2003,911,Peoples Credit Union
2003,315,Credit Union 1
2003,1115,TruMark Financial Credit Union
2003,1219,Wright-Patt Credit Union Inc
2003,986,SECU Credit Union
2003,1036,Sound Credit Union
2003,628,Industrial Credit Union
2003,934,Provident Credit Union
2003,765,Metro Credit Union
2003,567,Harborstone Credit Union
2003,370,Educators Credit Union
2003,1134,UW Credit Union
2003,993,SOUTHERN SELECT CREDIT UNION
2003,219,California Coast Credit Union
2003,924,Point Breeze Credit Union
2003,532,Greenwood Credit Union
2003,313,Coventry Credit Union
2003,539,Guardian Credit Union
2003,295,Community First Credit Union
2003,920,Pioneer Credit Union
2003,201,COASTWAY CREDIT UNION
2003,694,Leominster Credit Union
2003,1205,Wescom Credit Union
2003,756,Members Plus Credit Union
2003,480,Fox Communities Credit Union
2003,435,First Community Credit Union
2003,485,Freedom Credit Union
2003,5,1ST SECURITY CREDIT UNION
2003,981,Royal Credit Union
2003,328,Day Air Credit Union
2003,1181,Virginia Credit Union
2003,524,Granite Credit Union
2003,278,Code Credit Union
2003,853,Numerica Credit Union
2003,607,Horizon Credit Union
2003,376,Enterprise Credit Union
2003,578,Hawthorne Credit Union
2003,1162,Utah Central Credit Union
2003,336,Deseret First Credit Union
2003,997,STATE CENTRAL CREDIT UNION
2003,967,Rhode Island Credit Union
2003,902,Pawtucket Credit Union
2003,1051,Space Coast Credit Union
2003,377,Envision Credit Union
2003,566,HarborOne Bank
2003,129,BROCKTON CREDIT UNION
2003,299,CommunityAmerica Credit Union
2003,473,Florida Central Credit Union
2003,271,City Credit Union
2003,1172,Vantage Credit Union
2003,1023,Sharon Credit Union
2003,356,EECU Credit Union
2003,863,Old Hickory Credit Union
2003,322,Crescent Credit Union
2003,1026,Sierra Central Credit Union
2003,462,First South Credit Union
2003,664,Knoxville TVA Employees Credit Union
2003,369,Eastman Credit Union
2003,284,Columbia Credit Union
2003,1055,Spokane Teachers Credit Union
2003,942,Qualstar Credit Union
2003,518,Global Credit Union
2003,478,Forum Credit Union
2003,168,Belco Community Credit Union
2003,627,Indiana Members Credit Union
2003,243,Centra Credit Union
2003,1086,Tapco Credit Union
2003,474,Florida Commerce Credit Union
2003,1173,Velocity Credit Union
2003,1008,Safe Credit Union
2003,437,First Entertainment Credit Union
2003,1021,Service Credit Union
2003,925,Point Loma Credit Union
2003,1089,Technology Credit Union
2003,223,Campus USA Credit Union
2003,761,Meriwest Credit Union
2003,1018,Schools Financial Credit Union
2003,1168,Valley First Credit Union
2003,215,Cabrillo Credit Union
2003,891,PSCU Inc
2003,410,Fairwinds Credit Union
2003,321,Credit Union West
2003,624,Illiana Financial Credit Union
2003,927,Premier America Credit Union
2003,1112,Travis Credit Union
2003,72,AmeriCU Credit Union
2003,170,Bellco Credit Union
2003,965,Resource One Credit Union
2003,282,Colorado Credit Union
2003,436,First Credit Union
2003,804,NORTH ISLAND FINANCIAL CREDIT UNION
2003,1174,Ventura County Credit Union
2003,667,LBS Financial Credit Union
2003,1114,Tropical Financial Credit Union
2003,794,Mutual Security Credit Union
2003,739,Matadors Community Credit Union
2003,1184,Vystar Credit Union
2003,1198,Water & Power Community Credit Union
2003,893,Pacific Marine Credit Union
2003,1009,SafeAmerica Credit Union
2003,1176,Verity Credit Union
2003,676,LOS ANGELES FIREMENS CREDIT UNION
2003,57,Alabama Telco Credit Union
2003,552,HOMEBOUND MORTGAGE INC
2003,555,HOMELAND MORTGAGE INC
2003,1190,WMC MORTGAGE CORP
2003,541,Guild Mortgage Co
2003,51,Advanced Financial Services
2003,744,McCue Mortgage Co
2003,1002,SUNSHINE MORTGAGE CORP
2003,719,MORTGAGE CONCEPTS INC
2003,1188,WINDSOR FINANCIAL MORTGAGE CORP
2003,501,GRAYSTONE MORTGAGE CORP
2003,117,BENCHMARK LENDING GROUP INC
2003,209,CONSOLIDATED MORTGAGE CO
2003,987,SECURITY MORTGAGE SERVICES INC
2003,856,OPTIMUM MORTGAGE SERVICES INC
2003,683,Lakeland Mortgage Corp
2003,396,FIRST FINANCIAL EQUITIES INC
2003,724,MORTGAGE NOW INC
2003,805,NORTHEAST MORTGAGE INC
2003,732,MOUNT VERNON MORTGAGE CORP
2003,854,ONE SOURCE MORTGAGE CORP
2003,407,FUNDING SOURCE LLC
2003,787,Morgan Stanley
2003,246,Central States Mortgage
2003,875,PACIFIC COAST MORTGAGE
2003,563,Hamilton Mortgage Co
2003,111,Axiom Financial Llc
2003,929,Primary Residential Mortgage Inc
2003,394,FIRST CITY FUNDING
2003,395,FIRST CONTINENTAL MORTGAGE LTD
2003,126,BRIDGE CAPITAL CORP
2003,23,ALL FUND MORTGAGE
2003,316,Credit Union National Assn Inc
2003,716,METROCITIES MORTGAGE LLC
2003,990,SLM Corp
2003,482,Franklin Financial Investor
2003,889,PROGRESSIVE LENDING LLC
2003,731,MORTGAGEIT INC
2003,127,BRISTOL FINANCIAL GROUP INC
2003,556,HOMESTAR INDUSTRIES INC
2003,420,Finance America Llc
2003,391,FIRST CAPITAL MORTGAGE
2003,850,Novastar Mortgage Inc
2003,1192,WR Starkey Mortgage Co
2003,208,CONCORDE ACCEPTANCE CORP
2003,822,New Century Mortgage Corp
2003,909,Peoples Choice Home Loan Inc
2003,596,HomeBancorp Inc
2003,393,FIRST CHOICE FUNDING GROUP LTD
2003,880,PAUL KAREM MORTGAGE INC
2003,642,JG Wentworth Co
2003,620,INVESTORS TRUST MORTGAGE CORP
2003,923,Plaza Home Mortgage Inc
2003,995,STANDARD MORTGAGE CORP
2003,198,CLARITY MORTGAGE
2003,553,HOMEFIELD FINANCIAL INC
2003,37,AMERICAN RESIDENTIAL MORTGAGE INC
2003,877,PACIFIC REPUBLIC MORTGAGE CORP
2003,860,Oak Street Mortgage Llc
2003,118,BERGIN FINANCIAL INC
2003,592,Home Loan Center
2003,39,AMERISAVE MORTGAGE CORP
2003,1187,WILMINGTON FINANCE INC
2003,86,Ameriquest Capital Corp
2003,41,AMSTAR MORTGAGE INC
2003,21,AEGIS LENDING CORP
2003,712,MAVERICK RESIDENTIAL MORTGAGE INC
2003,364,Eagle Home Mortgage
2003,1109,Towne Mortgage Co
2003,564,Hamilton National Mortgage Co
2003,497,GERSHMAN MORTGAGE
2003,644,James B Nutter & Co
2003,878,PARAMOUNT MORTGAGE CO
2003,659,Keystone Financial Inc
2003,121,BLS FUNDING CORP
2003,881,PHH Corp
2003,847,Nothnagle Home Sercurities Corp
2003,1078,Syracuse Securities Inc
2003,768,Mid America Mortgage Inc
2003,545,HARRY MORTGAGE CO
2003,776,Midland Mortgage Corp
2003,1171,Vanderbilt Mortgage & Finance Inc
2003,939,PulteGroup Inc
2003,949,ROCKY MTN MORTGAGE LTD
2003,81,American Internet Mortgage Inc
2003,227,Capital Center Llc
2003,991,SOUND MORTGAGE GROUP
2003,493,GATEWAY MORTGAGE
2003,1017,Schmidt Mortgage Corp
2003,30,AMERICAN FREEDOM MORTGAGE INC
2003,1194,Wallick & Volk Inc
2003,205,COMMUNITY LENDING SERVICES
2003,788,Mortgage Group Inc
2003,400,FIRST NATIONAL MORTGAGE
2003,985,SCME MORTGAGE BANKERS INC
2003,722,MORTGAGE HOUSE INC
2003,188,CASTLE MORTGAGE
2003,203,COMMONFUND MORTGAGE CORP
2003,1027,Sierra Pacific Mortgage Co Inc
2003,811,National Finance Co Inc
2003,334,Delta Funding Corp
2003,813,Nationwide Mutual Insurance Co
2003,26,AMERICAN BENEFIT MORTGAGE INC
2003,354,EAGLE MORTGAGE INC
2003,1128,UNITED CAPITAL MORTGAGE CORP
2003,257,Cherry Creek Mortgage Co
2003,520,Golden Empire Mortgage Corp
2003,636,Interstate Home Loan Center Inc
2003,882,PLATINUM CAPITAL GROUP INC
2003,709,MAJESTIC MORTGAGE CORP
2003,119,BEST MORTGAGE INC
2003,1151,United Shore Financial Services Llc
2003,486,Freedom Mortgage Corp
2003,17,ACCREDITED HOME LENDERS
2003,449,First Mortgage Co
2003,975,Rock Holdings Inc
2003,801,NETWORK MORTGAGE INC
2003,430,First CA Mortgage Co
2003,1129,UNITED FINANCIAL MGT GROUP INC
2003,1000,SUBURBAN MORTGAGE ASSOC INC
2003,47,Academy Mortgage Corp
2003,723,MORTGAGE MARKET INC
